http://cf.geekdo-images.com/images/pic860217.jpg,7 Wonders,You are the leader of one of the 7 great cities of the Ancient World. Build your city and erect an architectural wonder which will transcend future times. 7 Wonders lasts three ages. And what are you going to feed all the little rugrats? Agricola is a turn-based game.,'Animals' 'Economic' 'Farming',2007,8.0574,7.966,31260,1,5,30,150,12+
http://cf.geekdo-images.com/images/pic1324609.jpg,Android: Netrunner,Welcome to New Angeles—home of the Beanstalk. From our branch offices in this monument of human achievement NBN proudly broadcasts all your favorite media programming. We cover it all. Ours is a brave new age and as humanity hurtles into space and the future with an astonishing series of new advances every day. Android: Netrunner is an asymmetrical Living Card Game for two players. Set in the cyberpunk future of Android and Infiltration, the game pits a megacorporation and its massive resources against the subversive talents of lone runners. The first player to seven points wins the game but not likely before he suffers some brain damage or bad publicity.,'Bluffing' 'Card Game' 'Collectible Components', 'Science Fiction',2012,8.00898,7.82925,124742,2,2,45,45,12+
http://cf.geekdo-images.com/images/pic3122349.jpg,Arkham Horror: The Card Game,Something evil stirs in Arkham and only you can stop it. Blurring the traditional lines between roleplaying and card game experiences Arkham Horror: The Card Game is a Living Card Game of Lovecraftian mystery monsters and madness! Each of your adventures in Arkham Horror LCG carries you deeper into mystery. You'll find cultists and foul rituals. You'll find haunted houses and strange creatures. And you may find signs of the Ancient Ones straining against the barriers to our world. All your choices and actions have consequences that reach far beyond the immediate resolution of the scenario at hand — and your actions may earn you valuable experience with which you can better prepare yourself for the adventures that still lie before you.,'Adventure' 'Card Game' 'Collectible Components' 'Fantasy' 'Horror' 'Novel-based',2016,8.41275,7.76997,205637,1,2,60,120,12+
